things_id,title,primary_url,other_urls,cluster,topic,proposed_skill,source_type,source_role,quality,actionability,dedupe_group,cluster_reason,second_pass_status,notes
4m11kz8ZUfiaRXQosiPdmx,Adactio: Journal—CSS snippets,https://adactio.com/journal/21896,,frontend-ui-01.md,default-modern-css-snippets-logical-properties-preferences-focus-text-wrap-layers,baseline,expert_article,secondary,high,medium,adactio-com-journal-21896,Practitioner CSS snippets; useful secondary reference.,secondary,"Secondary for baseline/design-system practice: practitioner default snippets around logical properties, reduced-motion guarded View Transitions, custom properties, OKLCH, focus-visible, text-wrap, hanging punctuation, low-specificity :where(), cascade layers, and line-height units; useful as habit/radar source, not a normative rule source."
3e6uHvLLCNNKDfCz5D2fAT,Adactio: Journal—Hanging punctuation in CSS,https://adactio.com/journal/21027?utm_source=CSS-Weekly&utm_medium=newsletter&utm_campaign=issue-584-april-12-2024,,frontend-ui-01.md,hanging-punctuation-css-type-polish-and-browser-support-caveats,typography,expert_article,secondary,high,medium,adactio-com-journal-21027-utm-source-css-weekly-utm-medium-newsletter-utm-campai,Hanging punctuation CSS note; narrow typography reference.,secondary,Secondary for typography: narrow but useful CSS hanging-punctuation note for editorial polish and punctuation alignment; pair with broader typography rules and current support checks before codifying defaults.
GvuG23prSPcK66eZJbib2e,Adactio: Journal—Hanging punctuation in CSS,https://adactio.com/journal/21027,,frontend-ui-01.md,product-ui-and-platform-guidance,typography,expert_article,duplicate-support,high,medium,adactio-com-journal-21027,Duplicate hanging punctuation source; deduped under same source group.,secondary,Duplicate support for hanging punctuation source already integrated.
Qbn2aNkkGwuJsrin323izj,Adactio: Journal—Three attributes for better web forms,https://adactio.com/journal/19842?utm_source=newsletter&utm_medium=email&utm_campaign=wdrl-309,,frontend-ui-01.md,html-accessibility-and-interaction,core-html-a11y,expert_article,secondary,high,medium,adactio-com-journal-19842-utm-source-newsletter-utm-medium-email-utm-campaign-wd,Durable HTML form attributes source.,primary,"Primary for forms UX and HTML input rules: correct input type, inputmode, enterkeyhint, autocomplete/name hints, browser cooperation, mobile keyboard UX, and progressive enhancement."
CdRGfJodx35Yo5z8ypsfcX,"Adactio: Notes—March 26th, 2025, 4:13pm",https://adactio.com/notes/21812,,ai-visual-knowledge.md,html-accessibility-and-interaction,core-html-a11y,expert_article,secondary,high,medium,adactio-com-notes-21812,Keep as existing UI accessibility reference for focus-visible styling.,secondary,"Secondary focus-visible snippet/reminder: useful for visible focus styling, outline offset/width/currentColor caveats, but too small to be a primary focus guidance source."
ESpokt4xw8RoDmGhedyQer,Advanced React component composition,https://frontendmastery.com/posts/advanced-react-component-composition-guide/,,frontend-ui-01.md,react-components-and-interop,react-component,article_or_reference,secondary,medium,high,frontendmastery-com-posts-advanced-react-component-composition-guide,React component composition guide with reusable API-design value.,secondary,"Advanced composition source for separating layout, behavior, and extension points in reusable React component APIs."
H4ZzMUXWoJQhbuWbXfDPAQ,Aktuelle Informationen mit „Stale-while-revalid“  |  Articles  |  web.dev,https://web.dev/articles/stale-while-revalidate?hl=de,,frontend-ui-01.md,network-caching-perceived-performance-and-ux,network-performance,official_docs,primary,high,high,web-dev-articles-stale-while-revalidate-hl-de,Official `stale-while-revalidate` caching guide; route to performance/platform reference.,secondary,"Retarget from core HTML/A11y to network performance / UX: useful for perceived speed, freshness, caching behavior, and stale-while-revalidate; not security and not forms/A11y."
2AbBRRK7CuNanifrxLhPk8,Amiana: Farb-Effekt für Fotos mit SVG-Filter,http://alistapart.com/article/finessing-fecolormatrix,,frontend-ui-01.md,svg-fecolormatrix-image-color-effects-and-filter-math,design-system,article_or_reference,secondary,medium,high,alistapart-com-article-finessing-fecolormatrix,Explanatory SVG `feColorMatrix` guide; useful for SVG/image-effect reference.,secondary,"Secondary for design-system with svg-graphics/visual-effects cross-reference: useful explanatory SVG feColorMatrix source for image/color effects and filter math, but specialized and not a core token/design-system rule source."
DW2EfCKvCaz6HFc4ACAsa8,An Interactive Guide to CSS Grid,https://www.joshwcomeau.com/css/interactive-guide-to-grid/,,frontend-ui-01.md,css-grid-mental-model-layout-algorithms-and-responsive-composition,css-layout-responsive,expert_article,secondary,high,high,www-joshwcomeau-com-css-interactive-guide-to-grid,High-quality CSS Grid explanatory guide.,primary,"Primary for css-layout-responsive: high-quality interactive CSS Grid mental-model source for tracks, placement, alignment, intrinsic sizing, responsive composition, and choosing Grid when layout requires two-dimensional control; pair with specific pattern sources for production recipes."
a4H5PfTLUEE7rFztJmTjB,An Interactive Guide to Flexbox in CSS,https://www.joshwcomeau.com/css/interactive-guide-to-flexbox/,,frontend-ui-01.md,flexbox-mental-model-intrinsic-layout-and-one-dimensional-composition,css-layout-responsive,expert_article,secondary,high,high,www-joshwcomeau-com-css-interactive-guide-to-flexbox,High-quality Flexbox explanatory guide.,primary,"Primary for css-layout-responsive: high-quality interactive Flexbox mental-model source for one-dimensional layout, intrinsic sizing, wrapping, alignment, distribution, and choosing Flexbox when content-driven rows/columns are more appropriate than Grid."
NJQxicZE8mBsnyMGzqgqXb,Auto filling Grid. Good solution for Dashboards,https://css-tricks.com/an-auto-filling-css-grid-with-max-columns/?,,frontend-ui-01.md,auto-filling-css-grid-max-columns-dashboard-card-layout-pattern,css-layout-responsive,expert_article,secondary,high,high,css-tricks-com-an-auto-filling-css-grid-with-max-columns,Practical auto-filling CSS Grid layout pattern.,secondary,"Secondary for css-layout-responsive: practical auto-filling CSS Grid pattern for card/dashboard layouts with max column counts; useful recipe, but narrower than core Grid mental-model sources."
L1pFuPGLJtiFqvUU3i4Kkt,Behind the ‘as’ prop: polymorphism done well — Kristóf Poduszló,"https://www.kripod.dev/blog/behind-the-as-prop-polymorphism-done-well/?ck_subscriber_id=1866528194&utm_source=convertkit&utm_medium=email&utm_campaign=%E2%9A%9B%EF%B8%8F%20This%20Week%20In%20React%20#187:%20Next.js,%20Expo,%20Popover,%20rethrow,%20SWR,%20React-Query,%20Astro,%20PPR,%20tRPC,%20zsa,%20Memory%20leaks,%20INP,%20RN%20IDE,%20Skia,%20WebGPU,%20RNSC,%20Atlas,%20Re.Pack,%20Prisma,%20SwiftUI,%20Flutter,%20Angular...%20-%2014027931",,frontend-ui-01.md,react-components-and-interop,react-component,article_or_reference,secondary,medium,high,www-kripod-dev-blog-behind-the-as-prop-polymorphism-done-well-ck-subscriber-id-1,Durable typed polymorphic React component guide.,secondary,Use as typed polymorphic component API guidance; require semantic safety before adding an `as` prop.
MJQdXq8gQVsNhXgtAXnefK,Better fluid sizing with round(),https://ishadeed.com/article/css-round/,,frontend-ui-01.md,css-round-fluid-sizing-grid-math-and-browser-support-caveat,css-layout-responsive,expert_article,secondary,high,high,ishadeed-com-article-css-round,CSS `round()` fluid sizing guide.,secondary,"Secondary for css-layout-responsive with baseline cross-reference: useful CSS round() fluid sizing/grid math source, but feature support and exact syntax should be checked before codifying production rules."
39Zh3qKNDgcdRjBxSNfXGr,Blur-Technik für Bilder Ladeeffekt: https://css-tricks.com/the-blur-up-technique-for-loading-background-images/,https://css-tricks.com/the-blur-up-technique-for-loading-background-images/,,ai-visual-knowledge.md,image-loading-perceived-performance-and-ux,network-performance,expert_article,secondary,high,medium,css-tricks-com-the-blur-up-technique-for-loading-background-images,Keep as existing UI/performance reference for background image loading.,secondary,"Retarget from core HTML/A11y to network performance / UX. Use as one historical pattern in an image placeholder/perceived-speed catalog: blur-up, base64/LQIP, special encodings, calmer loading, and visually faster pages; not primary alone."
AXsJMeRBGH82pzPNZYg7ng,"Build a fully-responsive, progressively enhanced burger menu - Piccalilli",https://piccalil.li/blog/build-a-fully-responsive-progressively-enhanced-burger-menu,,frontend-ui-01.md,progressive-navigation-disclosure-and-focus-flow,component-development,expert_article,secondary,high,high,piccalil-li-blog-build-a-fully-responsive-progressively-enhanced-burger-menu,Progressive enhancement guide for responsive burger navigation.,primary,"Primary for framework-agnostic component-development: progressive responsive navigation/disclosure, semantic nav baseline, skip links, focus flow, minimum viable experience, and JS as enhancement rather than replacement."
BGn8cVBSPKULJmchXqw3eX,Build a Type-Safe Tailwind with vanilla-extract,https://www.highlight.io/blog/typesafe-tailwind?ck_subscriber_id=1866528194&utm_source=convertkit&utm_medium=email&utm_campaign=%E2%9A%9B%EF%B8%8F+This+Week+In+React+%23144%3A+Server+Actions%2C+Million.js%2C+Rendering%2C+Layout+Animations%2C+Qwik%2C+Lingui%2C+Remix%2C+React-Router%2C+React-Native+macOS%2C+Expo+Modules%2C+Ignite...%20-%2010682168,,frontend-ui-01.md,motion-and-transitions,build-tooling,article_or_reference,secondary,medium,high,www-highlight-io-blog-typesafe-tailwind-ck-subscriber-id-1866528194-utm-source-c,Article on type-safe design-token utilities with vanilla-extract.,secondary,"Retarget to CSS build tooling: type-safe Tailwind-style utilities and vanilla-extract belong to styling architecture, not motion."
LTn1R5dr77ATW9cwGHeHSR,Building a breakout element with container units - Piccalilli,https://piccalil.li//blog/building-a-breakout-element-with-container-units/,,frontend-ui-01.md,container-units-breakout-layout-and-container-query-progressive-enhancement,css-layout-responsive,expert_article,secondary,high,high,piccalil-li-blog-building-a-breakout-element-with-container-units,Container units/queries breakout layout guide.,primary,"Primary for css-layout-responsive with responsive-design cross-reference: container units and container queries can solve breakout/content-width layouts relative to parent containers rather than viewport, preserve flexible sidebar/content layouts, and degrade as minimum viable experience when unsupported."
XevbXijG53Wp7xT6daqWdp,Building a Next-Level Code Playground / Sandbox / REPL with Sandpack,https://www.joshwcomeau.com/react/next-level-playground/,,frontend-ui-01.md,agent-knowledge-and-assets,agent-knowledge-workflows,expert_article,secondary,high,high,www-joshwcomeau-com-react-next-level-playground,Detailed Sandpack code playground guide for interactive docs UI.,unreviewed,auto-classified; review before skill edits
96XkrXULWNjnRvUThPRtxW,Building Low Level Components the Radix Way | Alex Kondov - Software Engineer,https://alexkondov.com/building-low-level-components-the-radix-way/?ck_subscriber_id=1866528194&utm_source=convertkit&utm_medium=email&utm_campaign=%E2%9A%9B%EF%B8%8F+This+Week+In+React+%23160%3A+Remix%2C+Next.js%2C+Expo+API+Routes%2C+Ladle%2C+MDXEditor%2C+Sonner%2C+Docusaurus%2C+AbortController%2C+Query+String%2C+Menubar%2C+VisionCamera%2C+Victory+Native+XL%2C+Bun%2C+ESLint%2C+TC39...%20-%2011844219,,frontend-ui-01.md,low-level-component-architecture-and-composable-apis,component-development,article_or_reference,secondary,medium,high,alexkondov-com-building-low-level-components-the-radix-way-ck-subscriber-id-1866,Low-level component architecture guide in the Radix style.,primary,"Primary for framework-agnostic component-development: low-level primitives, composable APIs, unstyled accessible components, DOM/data-attribute state, controlled/uncontrolled state, and maintainable layering; not React-specific."
31ji52rMMiXpW5b4URoMgg,Building Swipe Actions component with React and Framer Motion · OlegWock,"https://sinja.io/blog/swipe-actions-react-framer-motion?ck_subscriber_id=1866528194&utm_source=convertkit&utm_medium=email&utm_campaign=%E2%9A%9B%EF%B8%8F%20This%20Week%20In%20React%20#197:%20Waku,%20Effect,%20TanStack,%20Framer%20Motion,%20use(",,frontend-ui-01.md,react-components-and-interop,react-component,article_or_reference,secondary,medium,high,sinja-io-blog-swipe-actions-react-framer-motion-ck-subscriber-id-1866528194-utm-,Swipe actions implementation guide; useful for mobile/touch interaction patterns.,secondary,"Swipe-action implementation is useful as a component interaction example; pair with touch, keyboard, reduced-motion, and destructive-action recovery rules."
T7zVCPcxKYUbhjEGHWCoCT,Case Study: Rebuilding TechCrunch layout with modern CSS,https://ishadeed.com/article/rebuilding-techcrunch-modern-css,,frontend-ui-01.md,modern-css-layout-case-study-techcrunch-grid-container-and-responsive-composition,css-layout-responsive,expert_article,secondary,high,medium,ishadeed-com-article-rebuilding-techcrunch-modern-css,Modern CSS layout case study on TechCrunch.,secondary,"Secondary for css-layout-responsive: strong modern CSS layout case study useful for examples and implementation inspiration, but case-study-specific rather than a direct rule source."
BmogJdzzdNtTyusnTJ1Q8m,Claude Code overview - Anthropic,https://docs.anthropic.com/en/docs/agents-and-tools/claude-code/overview?ref=labnotes.org,,ai-visual-knowledge.md,claude-code-agentic-coding-workflow-tool-overview,agent-knowledge-workflows,docs,background,medium,high,docs-anthropic-com-en-docs-agents-and-tools-claude-code-overview-ref-labnotes-or,Primary Claude Code docs for agentic coding workflow proposal.,secondary,"Secondary for agent-knowledge-workflows: official Claude Code overview is useful background for agentic coding workflow comparison and tool-specific caveats, but it is not design-system material and should not directly shape UI/frontend skills."
5VhreUhQbwfsJgC8ZvHSUP,Code coverage with Storybook test runner,https://storybook.js.org/blog/code-coverage-with-the-storybook-test-runner/,,testing.md,testing-and-visual-regression,frontend-testing,official_docs,primary,high,high,storybook-js-org-blog-code-coverage-with-the-storybook-test-runner,"Storybook coverage workflow is useful as secondary, version-sensitive reference.",secondary,Use Storybook coverage as a way to find missing component states and story coverage gaps; verify current commands before implementation.
XBrTvm2kHgzbDZFPr696oZ,Color Formats in CSS,https://www.joshwcomeau.com/css/color-formats/,,frontend-ui-02.md,color-formats-and-design-token-systems,design-system,expert_article,secondary,high,medium,www-joshwcomeau-com-css-color-formats,Strong updated CSS color-format explainer for color-system guidance.,primary,Primary for design-system color foundations: color formats underpin token systems and UI color decisions. Source explains rationale; future skill should codify clear decisions/rules rather than retell the article.
NwAFPEuYCCySvUqkKHLUQ7,Color Shifting in CSS • Josh W. Comeau,https://www.joshwcomeau.com/animation/color-shifting/,,frontend-ui-02.md,motion-and-transitions,motion-interaction,expert_article,secondary,high,medium,www-joshwcomeau-com-animation-color-shifting,Useful CSS color animation technique source.,secondary,Use color-shifting animation as a motion/effects example; require reduced-motion and readability checks.
JZiha4NLETyUWDeSmqz8oA,Come To The Light-dark() Side | CSS-Tricks,https://css-tricks.com/come-to-the-light-dark-side/,,frontend-ui-02.md,light-dark-color-scheme-practical-theme-colors-and-opacity-caveats,design-system,expert_article,secondary,high,high,css-tricks-com-come-to-the-light-dark-side,Practical `light-dark()` source; dedupe with web.dev.,secondary,"Secondary for design-system: practical light-dark()/color-scheme theming article and examples, but the web.dev light-dark source should be the primary rule source; use this as implementation inspiration and caveat material."
QZDSrCD9CX66F1v6wu5wxm,Complete guide on Playwright visual regression testing - Lost Pixel - holistic Visual Regression Testing cloud,https://lost-pixel.com/blog/post/playwright-visual-regression-testing,,testing.md,testing-and-visual-regression,frontend-testing,article_or_reference,secondary,medium,high,lost-pixel-com-blog-post-playwright-visual-regression-testing,Practical Playwright visual regression and CI workflow source.,secondary,Use as Playwright visual-regression workflow example with vendor-bias caveat; prefer official Playwright and Vitest docs for exact APIs.
5yq1bxx85VTJjKvgWikMj4,Component Test with Storybook and Vitest,https://storybook.js.org/blog/component-test-with-storybook-and-vitest/,,testing.md,testing-and-visual-regression,frontend-testing,official_docs,primary,high,medium,storybook-js-org-blog-component-test-with-storybook-and-vitest,Primary current source for Storybook/Vitest component-testing layer.,primary,"Treat Storybook stories as component state fixtures that can support interaction, accessibility, visual tests, coverage, and CI review."
Jy7y4NBbS9Vxf8Ri6E9QbE,Conditionally Render Fields Using React Hook Form,https://echobind.com/post/conditionally-render-fields-using-react-hook-form?ck_subscriber_id=1866528194&utm_source=convertkit&utm_medium=email&utm_campaign=%E2%9A%9B%EF%B8%8F+This+Week+In+React+%23125%3A+tRPC%2C+T3%2C+Remix%2C+Zustand%2C+Server+Components%2C+Drag+%26+Drop%2C+Forms%2C+Gatsby%2C+Remotion%2C+React-Native%2C+Skia...%20-%209471615,,frontend-ui-02.md,react-components-and-interop,react-component,article_or_reference,secondary,medium,high,echobind-com-post-conditionally-render-fields-using-react-hook-form-ck-subscribe,Practical React Hook Form conditional-field guide.,secondary,"Use as React Hook Form conditional-field guidance; keep conditional fields aligned with validation, unregistering, and user-visible state."
55GsQdEtimywvuTdzNMR8H,Crafting the Next.js Website,https://rauno.me/craft/nextjs?ck_subscriber_id=1866528194&utm_source=convertkit&utm_medium=email&utm_campaign=%E2%9A%9B%EF%B8%8F+This+Week+In+React+%23143%3A+RSC+Quiz%2C+useFormStatus%2C+Next.js+Website%2C+Panda+CSS%2C+useLayoutEffect%2C+Million.js%2C+Immer%2C+Super+Apps%2C+React-Three-Fiber%2C+Vite...%20-%2010625518,,frontend-ui-02.md,react-rendering-and-server-boundaries,react-architecture,article_or_reference,secondary,medium,medium,rauno-me-craft-nextjs-ck-subscriber-id-1866528194-utm-source-convertkit-utm-medi,High-quality UI craft and interaction case study.,secondary,"Use as framework-site architecture case study, not as universal Next.js guidance."
BFDCMcS6STYvcRNbXtE1AN,CSS Anchor Positioning Guide,https://css-tricks.com/css-anchor-positioning-guide/,,frontend-ui-02.md,css-anchor-positioning-floating-ui-popover-placement-and-baseline-checks,css-layout-responsive,expert_article,secondary,high,high,css-tricks-com-css-anchor-positioning-guide,Durable CSS Anchor Positioning guide.,primary,"Primary for css-layout-responsive with component-development and baseline cross-references: general CSS Anchor Positioning guide for placing floating UI relative to anchors, reducing custom JS positioning, and defining fallback/collision strategy; pair with component-specific tooltip/popover semantics."
AsQgs8eSZoWkUxPyGwpXAg,CSS Cap Unit,https://ishadeed.com/article/css-cap-unit/,,frontend-ui-02.md,css-cap-unit-icon-text-alignment-and-cap-height-sizing,typography,expert_article,secondary,high,medium,ishadeed-com-article-css-cap-unit,Useful CSS cap-unit typography source.,secondary,"Secondary for typography with component-development cross-reference: useful cap/rcap unit source for aligning icons, spacers, buttons, and type-relative decoration to capital height, but narrow enough to remain a supporting reference."
JQWagG2ZKMtMfbmrkCdqCc,CSS Clipping Effekte,https://css-tricks.com/clipping-clipping-and-more-clipping/,,frontend-ui-02.md,css-clip-path-visual-effects-shapes-and-progressive-enhancement,design-system,expert_article,secondary,high,high,css-tricks-com-clipping-clipping-and-more-clipping,CSS clipping guide with reusable visual-effect value.,secondary,"Secondary for design-system with visual-effects cross-reference: useful clipping/clip-path effect source, but older and mainly decorative; concrete rules should come from current clip-path/masking docs or newer shape sources."
8sBvUvCRZqJQFAtVRMXbZy,CSS color interpolation ,https://css-tricks.com/what-you-need-to-know-about-css-color-interpolation/,,frontend-ui-02.md,css-color-interpolation-oklch-gradients-and-perceptual-color-transitions,design-system,expert_article,secondary,high,medium,css-tricks-com-what-you-need-to-know-about-css-color-interpolation,Strong CSS color-interpolation reference.,primary,"Primary for design-system colors: color interpolation affects gradients, transitions, color-mix behavior, OKLCH/perceptual smoothness, and token-derived visual quality; use for rules about choosing interpolation spaces and avoiding muddy/midpoint artifacts."
YMLiyWPuLrdMmQFUPSFZuF,CSS color-mix() ,https://developer.chrome.com/blog/whats-new-css-ui-2023/#color-mix,,frontend-ui-02.md,css-color-mix-platform-radar-and-token-derived-color-caveats,design-system,official_docs,platform-radar,high,high,developer-chrome-com-blog-whats-new-css-ui-2023-color-mix,Official `color-mix()` section; dated roundup caveat documented.,secondary,"Secondary for design-system with baseline cross-reference: official 2023 CSS UI roundup section for color-mix() awareness, but use focused color-mix/relative-color sources for concrete token and fallback rules."
X4W31kjNukNLBo1dAWmCgc,CSS Container Queries,https://css-tricks.com/css-container-queries/,,frontend-ui-02.md,container-queries-responsive-components-and-layout-scoped-adaptation,css-layout-responsive,expert_article,secondary,high,high,css-tricks-com-css-container-queries,Durable CSS container-query guide.,primary,"Primary for css-layout-responsive with component-development/responsive-design cross-references: container queries let components and layout regions adapt to their actual container rather than global viewport; use for reusable components, nested layout, and content-aware responsive behavior with progressive support checks."
p5XfqJB3Kpx4ATxfrtbSt,CSS in React Server Components,https://www.joshwcomeau.com/react/css-in-rsc/,,frontend-ui-02.md,react-rendering-and-server-boundaries,react-architecture,expert_article,secondary,high,medium,www-joshwcomeau-com-react-css-in-rsc,Strong CSS-in-RSC architecture source.,secondary,Use CSS-in-RSC source for styling constraints across server/client boundaries.
GJtP58SeVAjopqf64SJpgV,CSS Masking - Ahmad Shadeed,https://ishadeed.com/article/css-masking/,,frontend-ui-02.md,css-masking-gradients-mask-composite-and-ui-visual-effects,design-system,expert_article,secondary,high,high,ishadeed-com-article-css-masking,Detailed CSS masking guide.,primary,"Primary for design-system with visual-effects cross-reference: detailed CSS masking guide covering mask vs clip-path vs SVG masks, gradient masks, mask-size/position/repeat, mask-composite, text/image fades, avatar cutouts, tab rounding, and background-independent effects."
2usyKby7nyGErmGUYcV6RY,CSS Multi column,https://css-tricks.com/css-multi-column-layout-wrapping-features/,,frontend-ui-02.md,css-multicol-column-wrap-column-height-and-support-caveats,css-layout-responsive,expert_article,secondary,high,high,css-tricks-com-css-multi-column-layout-wrapping-features,Practical CSS multi-column layout feature article.,secondary,"Secondary for css-layout-responsive with baseline cross-reference: useful 2026 multi-column feature radar for column-wrap/column-height and continuous-content fragmentation, but support is still narrow and concrete production rules should wait for Baseline/current compatibility checks."
